#,评分,标题,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
120,16.0,PENTAX K-3 APS-C CMOS 24MP Digital SLR Camera - Black,Pentax,Digital Cameras,Used,735.49,CAD,"FIXED_PRICE,BEST_OFFER",,CA,quaros-la89lqdj5,100.0,2026-08-05T22:08:10.000Z,,https://www.ebay.ca/itm/257664164321?hash=item3bfdfb21e1:g:dkwAAeSwzmFqc7OA,https://i.ebayimg.com/images/g/dkwAAeSwzmFqc7OA/s-l225.jpg
121,16.0,"Fujifilm xt-30 Black with 4+ batteries, charger, original packaging (BODY only)",Fujifilm,Digital Cameras,Used,800.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,andch_8518,0.0,2026-08-06T05:52:13.000Z,,https://www.ebay.ca/itm/188750846503?hash=item2bf26d5a27:g:rwQAAeSwuzZqdB0a,https://i.ebayimg.com/images/g/rwQAAeSwuzZqdB0a/s-l225.jpg
122,16.0,Fujifilm X-E3 - Body Only - Mirrorless Camera - Shutter:1402 - Very Good,Fujifilm,Digital Cameras,Used,979.99,CAD,FIXED_PRICE,,CA,strictlycameras,0.0,2026-08-05T23:47:29.000Z,,https://www.ebay.ca/itm/800467968567?hash=itemba5f9be237:g:1nEAAeSwAzZqc-Rf,https://i.ebayimg.com/images/g/1nEAAeSwAzZqc-Rf/s-l225.jpg
123,16.0,Nikon D810 DSLR - low 36K shutter count c/w MB-D12 Battery Grip & Accessories,Nikon,Digital Cameras,Used,1095.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,douglasjk66,100.0,2026-08-06T16:58:40.000Z,,https://www.ebay.ca/itm/327298114890?hash=item4c347ce54a:g:0LwAAeSwan9qckDs,https://i.ebayimg.com/images/g/0LwAAeSwan9qckDs/s-l225.jpg
124,16.0,Canon EOS 5D Mark IV 30.4 MP Digital SLR DSLR Camera,Canon,Digital Cameras,Used,1200.0,CAD,FIXED_PRICE,,CA,paymore_chinook,99.6,2026-08-05T20:40:32.000Z,,https://www.ebay.ca/itm/307109485050?hash=item478126d9fa:g:MdUAAeSw2~5qc5--,https://i.ebayimg.com/images/g/MdUAAeSw2~5qc5--/s-l225.jpg
125,16.0,RICOH GR IIIx III X 3X 24.2MP Compact Digital Camera & Extras VG CLEAN 7948 SC,Ricoh,Digital Cameras,Used,1750.0,CAD,FIXED_PRICE,,CA,darcysboardshop,100.0,2026-08-06T17:25:31.000Z,,https://www.ebay.ca/itm/178380276393?hash=item29884b02a9:g:k44AAeSwFU5qdMFw,https://i.ebayimg.com/images/g/k44AAeSwFU5qdMFw/s-l225.jpg
126,16.0,Canon PowerShot G7 X Mark III 20.1MP 4K Point & Shoot Digital Camera Black - NEW,Canon,Digital Cameras,New,1849.99,CAD,FIXED_PRICE,,CA,powerofcards,100.0,2026-08-06T03:03:55.000Z,,https://www.ebay.ca/itm/227464175546?hash=item34f5ebdfba:g:sk4AAeSwN01qGHGp,https://i.ebayimg.com/images/g/sk4AAeSwN01qGHGp/s-l225.jpg
127,16.0,Canon EOS R6 Mark II Mirrorless Camera with 24-105mm f/4-7.1 Lens,Canon,Digital Cameras,New,3199.99,CAD,FIXED_PRICE,,CA,waskhel_0,100.0,2026-08-06T07:04:10.000Z,,https://www.ebay.ca/itm/366589804510?hash=item555a747fde:g:-Z0AAeSwoi5qc8oE,https://i.ebayimg.com/images/g/-Z0AAeSwoi5qc8oE/s-l225.jpg
128,14.0,"Sony CCD TRV608 Hi8 Camcorder, NTSC Night Vision",Sony,Camcorders,Used,100.0,CAD,"FIXED_PRICE,AUCTION",auction,CA,jmf7**,100.0,2026-08-06T01:51:08.000Z,2026-08-13T01:51:08.000Z,https://www.ebay.ca/itm/287506247787?hash=item42f0b5306b:g:FZsAAeSwYwRqc-Um,https://i.ebayimg.com/images/g/FZsAAeSwYwRqc-Um/s-l225.jpg
129,14.0,Nikon 1 NIKKOR 32mm f/1.2 Lens NEAR MINT for repair,Nikon,Lenses,For parts or not working,290.0,CAD,FIXED_PRICE,mount:nikon f;good-cond;neg,CA,camwatch1,100.0,2026-08-05T22:35:48.000Z,,https://www.ebay.ca/itm/257664207567?hash=item3bfdfbcacf:g:S8oAAeSwvqJqc7j4,https://i.ebayimg.com/images/g/S8oAAeSwvqJqc7j4/s-l225.jpg
130,10.0,Canon PowerShot ELPH 360 HS 20.2 MP Compact Digital Camera - Black,Canon,Digital Cameras,Used,0.0,USD,AUCTION,auction,CA,nelabuc-61,0.0,2026-08-06T00:20:37.000Z,2026-08-13T00:20:37.000Z,https://www.ebay.ca/itm/318684175513?hash=item4a330e9c99:g:8GgAAeSw0ttqc9L2,https://i.ebayimg.com/images/g/8GgAAeSw0ttqc9L2/s-l225.jpg
131,10.0,Kodak PlayFull ZE2 Waterproof 720p HD Pocket Video Camera Black Tested,Kodak,Camcorders,Used,140.12,CAD,"FIXED_PRICE,BEST_OFFER",,CA,volodymystet0,100.0,2026-08-06T13:47:59.000Z,,https://www.ebay.ca/itm/318687151453?hash=item4a333c055d:g:NSIAAeSwbqVqdI~5,https://i.ebayimg.com/images/g/NSIAAeSwbqVqdI~5/s-l225.jpg
132,10.0,Sony Handycam DCR-PC105E Handheld MiniDV Camcorder PAL,Sony,Camcorders,Used,224.97,CAD,FIXED_PRICE,,CA,frumentiu,99.1,2026-08-06T13:09:46.000Z,,https://www.ebay.ca/itm/267749503678?hash=item3e571d32be:g:LVYAAeSwli9qdIdc,https://i.ebayimg.com/images/g/LVYAAeSwli9qdIdc/s-l225.jpg
133,10.0,Sony Handycam DCR-SX45 Camcorder Tested Works With Case And Changer W Box ! Cib,Sony,Camcorders,Used,249.98,CAD,FIXED_PRICE,,CA,dieseljohnny1025,99.6,2026-08-05T21:20:04.000Z,,https://www.ebay.ca/itm/147485596958?hash=item2256d39d1e:g:xFgAAeSwHjNqc6io,https://i.ebayimg.com/images/g/xFgAAeSwHjNqc6io/s-l225.jpg
134,10.0,Sony DCR‑TRV87 Digital8 Camcorder – NightShot – Tested Working – Accessories,Sony,Camcorders,Used,351.54,CAD,"FIXED_PRICE,BEST_OFFER",,CA,viewfinder_vault,100.0,2026-08-05T21:23:10.000Z,,https://www.ebay.ca/itm/188749098630?hash=item2bf252ae86:g:HG4AAeSw-1dqc6kh,https://i.ebayimg.com/images/g/HG4AAeSw-1dqc6kh/s-l225.jpg
135,8.0,Canon PowerShot A720 IS 8.0MP AA Y2K Digital Camera - Damaged Battery Cover,Canon,Digital Cameras,Used,79.95,CAD,FIXED_PRICE,neg;underpriced(med $254),CA,bgslootbox,100.0,2026-08-05T19:17:57.000Z,,https://www.ebay.ca/itm/298562318353?hash=item4583b37011:g:qzQAAeSwWEBqc4tl,https://i.ebayimg.com/images/g/qzQAAeSwWEBqc4tl/s-l225.jpg
136,6.0,Panasonic LUMIX DMC-LZ6 7.2 MP 6x Optical Zoom Digital Camera .Tested-Works,Panasonic,Digital Cameras,Used,50.0,CAD,FIXED_PRICE,,CA,zombiebitescollectibles,100.0,2026-08-06T16:04:56.000Z,,https://www.ebay.ca/itm/168593638807?hash=item2740f6c597:g:4tAAAeSweEtqdLBS,https://i.ebayimg.com/images/g/4tAAAeSweEtqdLBS/s-l225.jpg
137,6.0,Kodak EasyShare Sport C123 12.0MP Digital Camera - Waterproof - TESTED,Kodak,Digital Cameras,Used,70.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,ad-dange,100.0,2026-08-05T20:40:50.000Z,,https://www.ebay.ca/itm/257664025210?hash=item3bfdf9027a:g:DrcAAeSwTQpqQ~DY,https://i.ebayimg.com/images/g/DrcAAeSwTQpqQ~DY/s-l225.jpg
138,6.0,Kodak EasyShare C713 Digital Camera 7MP 3x Optical Zoom - Tested & Works,Kodak,Digital Cameras,Used,74.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,gameshoarder,99.4,2026-08-06T12:03:41.000Z,,https://www.ebay.ca/itm/188752025746?hash=item2bf27f5892:g:tmEAAeSwiBtqc6xu,https://i.ebayimg.com/images/g/tmEAAeSwiBtqc6xu/s-l225.jpg
139,6.0,Kodak EasyShare C180 10.2MP Silver Digital Camera Silver - Tested Working,Kodak,Digital Cameras,Used,83.95,CAD,FIXED_PRICE,,CA,collectors_cosmodrome_0,98.5,2026-08-05T20:01:15.000Z,,https://www.ebay.ca/itm/137590213150?hash=item2009040a1e:g:tRAAAeSwKs5qc5ZY,https://i.ebayimg.com/images/g/tRAAAeSwKs5qc5ZY/s-l225.jpg
140,6.0,"Fujica ST601 35mm Camera w pentacon electric 1.8/50 lens, prisma filter, Strap",,Film Cameras,Used,85.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,foundonpei,99.7,2026-08-05T23:55:04.000Z,,https://www.ebay.ca/itm/198550435897?hash=item2e3a873839:g:jFEAAOSw7kpjwb8X,https://i.ebayimg.com/images/g/jFEAAOSw7kpjwb8X/s-l225.jpg
141,6.0,Kodak EasyShare C1530 14 MP 3X Optical Zoom Digital Camera w/ 4GB SD Card - WORK,Kodak,Digital Cameras,Used,89.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,gameshoarder,99.4,2026-08-06T12:04:04.000Z,,https://www.ebay.ca/itm/188752027120?hash=item2bf27f5df0:g:ar0AAeSw24Rqc6pC,https://i.ebayimg.com/images/g/ar0AAeSw24Rqc6pC/s-l225.jpg
142,6.0,"Kelvin Major 35mm viewfinder, Italy 1960",,Film Cameras,Used,100.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,ir100,100.0,2026-08-06T16:32:47.000Z,,https://www.ebay.ca/itm/336729941522?hash=item4e66ab2612:g:uVsAAeSwgIBqdLVo,https://i.ebayimg.com/images/g/uVsAAeSwgIBqdLVo/s-l225.jpg
143,6.0,Panasonic Lumix DMC-LS2 Silver Digital Camera 5MP with SD Card - Tested & Works,Panasonic,Digital Cameras,Used,113.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,gameshoarder,99.4,2026-08-05T21:13:57.000Z,,https://www.ebay.ca/itm/188749088707?hash=item2bf25287c3:g:gocAAeSwlDZqc6Vt,https://i.ebayimg.com/images/g/gocAAeSwlDZqc6Vt/s-l225.jpg
144,6.0,Sony Cyber-shot DSC-W80 7.2MP Digital Camera Tested Works Charger Battery Case,Sony,Digital Cameras,Used,119.95,CAD,"FIXED_PRICE,BEST_OFFER",,CA,perpato,100.0,2026-08-06T15:24:56.000Z,,https://www.ebay.ca/itm/278253374580?hash=item40c9318c74:g:ZCAAAeSwFz1qdKcf,https://i.ebayimg.com/images/g/ZCAAAeSwFz1qdKcf/s-l225.jpg
145,6.0,Sony Cyber-shot DSC-W710 Silver Digital Camera 16.1MP 5x Zoom w/ Battery,Sony,Digital Cameras,Used,130.0,CAD,FIXED_PRICE,,CA,zombiebitescollectibles,100.0,2026-08-06T16:00:23.000Z,,https://www.ebay.ca/itm/168593628245?hash=item2740f69c55:g:oTAAAeSwJvdqdK8w,https://i.ebayimg.com/images/g/oTAAAeSwJvdqdK8w/s-l225.jpg
146,6.0,SONY Cyber-Shot SC-W330 Black 14.1MP 4X Digital Camera Tested W/Charger batt,Sony,Digital Cameras,Used,150.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,jfbe_46,100.0,2026-08-05T19:28:55.000Z,,https://www.ebay.ca/itm/147485438570?hash=item2256d1326a:g:bD4AAeSwQzRp-OHO,https://i.ebayimg.com/images/g/bD4AAeSwQzRp-OHO/s-l225.jpg
147,6.0,Kodak EasyShare Z712 IS 7.1MP Digital Camera 12x Optical Zoom Black Tested,Kodak,Digital Cameras,Used,154.13,CAD,"FIXED_PRICE,BEST_OFFER",,CA,volodymystet0,100.0,2026-08-06T14:09:18.000Z,,https://www.ebay.ca/itm/318687245128?hash=item4a333d7348:g:vhYAAeSwli9qdJUk,https://i.ebayimg.com/images/g/vhYAAeSwli9qdJUk/s-l225.jpg
148,6.0,Sony Digital Camera Cyber-shot DSC-W130 8.1MP With Accessories Silver Tested,Sony,Digital Cameras,Used,195.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,solidcyan,100.0,2026-08-05T22:08:11.000Z,,https://www.ebay.ca/itm/188749232932?hash=item2bf254bb24:g:M2sAAeSw0-xqc7MW,https://i.ebayimg.com/images/g/M2sAAeSw0-xqc7MW/s-l225.jpg
149,6.0,Vintage Sankyo Sound XL 60 S Super 8 Camera and Accessories,,Vintage Cameras,,225.0,CAD,FIXED_PRICE,,CA,littlemissnostalgia1,100.0,2026-08-06T04:39:47.000Z,,https://www.ebay.ca/itm/287506535223?hash=item42f0b99337:g:7iAAAOSwE29ndO6h,https://i.ebayimg.com/images/g/7iAAAOSwE29ndO6h/s-l225.jpg
150,6.0,"Panasonic Lumix DMC-ZS25 Black 3.0"" LCD 20x Optical Zoom Digital Camera",Panasonic,Digital Cameras,Used,225.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,e_and06,99.4,2026-08-06T00:26:32.000Z,,https://www.ebay.ca/itm/278251420500?hash=item40c913bb54:g:FrwAAeSwlDZqc9Ra,https://i.ebayimg.com/images/g/FrwAAeSwlDZqc9Ra/s-l225.jpg
151,6.0,Sony Cyber-Shot WX350 Digital Camera Tested And Works Black 18.2 MP,Sony,Digital Cameras,Used,275.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,dardaw-59,100.0,2026-08-05T23:22:43.000Z,,https://www.ebay.ca/itm/178377946432?hash=item2988277540:g:fQgAAeSwS~Jqc8o0,https://i.ebayimg.com/images/g/fQgAAeSwS~Jqc8o0/s-l225.jpg
152,6.0,Sony a6400 Camera with 16-50mm and 70-350mm G OSS Lenses,Sony,Digital Cameras,Open box,500.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,danbi-4316,0.0,2026-08-05T22:37:13.000Z,,https://www.ebay.ca/itm/407123191335?hash=item5eca6ee627:g:7aEAAeSwJM5qc7r~,https://i.ebayimg.com/images/g/7aEAAeSwJM5qc7r~/s-l225.jpg
153,6.0,Sony Alpha A6000 24.3MP Mirrorless Digital Camera,Sony,Digital Cameras,Used,629.99,CAD,FIXED_PRICE,,CA,paymoresurrey,98.2,2026-08-06T01:32:37.000Z,,https://www.ebay.ca/itm/407123495027?hash=item5eca738873:g:C3gAAeSwzOhqc-QZ,https://i.ebayimg.com/images/g/C3gAAeSwzOhqc-QZ/s-l225.jpg
154,6.0,Sony Alpha a7 III ILCE-7M3 24.2MP Full-Frame Mirrorless Camera Body 454 Shutter,Sony,Digital Cameras,Used,1247.05,CAD,FIXED_PRICE,,CA,greenmoolaabrampton,100.0,2026-08-05T21:24:24.000Z,,https://www.ebay.ca/itm/137590420846?hash=item200907356e:g:-BQAAeSwY89qc6j4,https://i.ebayimg.com/images/g/-BQAAeSwY89qc6j4/s-l225.jpg
155,6.0,Sony Alpha A6700 4K 26MP Mirrorless Digital Camera (No Lens) +Smallrig Half Cage,Sony,Digital Cameras,Used,1891.62,CAD,"FIXED_PRICE,BEST_OFFER",,CA,wungunsvt,0.0,2026-08-05T23:21:38.000Z,,https://www.ebay.ca/itm/128012896686?hash=item1dce29c9ae:g:ypUAAeSwYexqcfqj,https://i.ebayimg.com/images/g/ypUAAeSwYexqcfqj/s-l225.jpg
156,4.0,1971 Polaroid 420 Instant Film Camera Untested,Polaroid,Vintage Cameras,,30.0,CAD,"FIXED_PRICE,BEST_OFFER",neg,CA,hot-deals22,100.0,2026-08-06T12:52:07.000Z,,https://www.ebay.ca/itm/287507321474?hash=item42f0c59282:g:Ku0AAeSwRV9ofnzA,https://i.ebayimg.com/images/g/Ku0AAeSwRV9ofnzA/s-l225.jpg
157,2.0,Broken Fujifilm DL-550 Zoom Date 35MM Film Camera READ,Fujifilm,Film Cameras,For parts or not working,39.99,CAD,FIXED_PRICE,neg,CA,paymore_kitchener,99.6,2026-08-06T16:26:09.000Z,,https://www.ebay.ca/itm/137593308126?hash=item20093343de:g:mhsAAeSwPZVqdLWY,https://i.ebayimg.com/images/g/mhsAAeSwPZVqdLWY/s-l225.jpg
158,2.0,"Bell & Howell Super Comat 1"" Inch f1.9 C Mount Vintage Lens 16mm Camera Bolex",,Vintage Lenses,,74.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,blurredretro,99.5,2026-08-05T22:01:01.000Z,,https://www.ebay.ca/itm/366582144617?hash=item5559ff9e69:g:kaMAAeSwDDdqb-bS,https://i.ebayimg.com/images/g/kaMAAeSwDDdqb-bS/s-l225.jpg
159,2.0,RAINBOW H3.5mm 1:1.6 Japan NO. 021114 Used #2165,,Vintage Lenses,,199.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,charger14,100.0,2026-08-06T16:18:31.000Z,,https://www.ebay.ca/itm/198552103856?hash=item2e3aa0abb0:g:SEsAAeSwRFVpfUiQ,https://i.ebayimg.com/images/g/SEsAAeSwRFVpfUiQ/s-l225.jpg
160,2.0,Bolex Anamorphot 16/32 /1.5 x 1.5 RARE anamorphic cinema Lens,,Vintage Lenses,,2031.74,CAD,"FIXED_PRICE,BEST_OFFER",,CA,ishiro999,100.0,2026-08-06T01:56:13.000Z,,https://www.ebay.ca/itm/188750052758?hash=item2bf2613d96:g:7EgAAeSwo4Nqc3q5,https://i.ebayimg.com/images/g/7EgAAeSwo4Nqc3q5/s-l225.jpg
161,0.0,Fun Shooter Focus Free Teal Color 35mm Point and Shoot Film Camera w/ Case*,,Film Cameras,Used,35.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,yycsecondchancesyyc,98.0,2026-08-05T23:25:35.000Z,,https://www.ebay.ca/itm/227463995119?hash=item34f5e91eef:g:r08AAeSw6JVqc8ZO,https://i.ebayimg.com/images/g/r08AAeSw6JVqc8ZO/s-l225.jpg
162,0.0,"Sony Handycam DCR-TRV250 Digital-8 Camcorder, Untested",Sony,Camcorders,Used,59.95,CAD,"FIXED_PRICE,BEST_OFFER",neg,CA,tangly250_5,100.0,2026-08-06T00:09:39.000Z,,https://www.ebay.ca/itm/358889413730?hash=item538f79dc62:g:1C4AAeSw371qa-uq,https://i.ebayimg.com/images/g/1C4AAeSw371qa-uq/s-l225.jpg
163,0.0,Vintage Sony Handycam DCR-HC26 Mini DV Video Untested,Sony,Camcorders,Used,65.0,CAD,"FIXED_PRICE,BEST_OFFER",neg,CA,hayr20,100.0,2026-08-05T21:57:50.000Z,,https://www.ebay.ca/itm/398254316668?hash=item5cb9ce9c7c:g:6pkAAeSwydZqc7Dm,https://i.ebayimg.com/images/g/6pkAAeSwydZqc7Dm/s-l225.jpg
164,0.0,D.O. Industries / Navitar KC 50mm f/2.8,,Lenses,Used,70.0,CAD,"FIXED_PRICE,AUCTION",auction,CA,nikkidmac,0.0,2026-08-06T04:25:30.000Z,2026-08-11T04:25:30.000Z,https://www.ebay.ca/itm/398255275384?hash=item5cb9dd3d78:g:rIAAAeSwNm9qZtNt,https://i.ebayimg.com/images/g/rIAAAeSwNm9qZtNt/s-l225.jpg
165,0.0,Tampon SP AF Macro 90mm f2.8,,Lenses,Used,110.0,CAD,"FIXED_PRICE,AUCTION",auction,CA,wild_6818,100.0,2026-08-06T01:03:38.000Z,2026-08-13T01:03:38.000Z,https://www.ebay.ca/itm/407123450520?hash=item5eca72da98:g:R6QAAeSwan9qc9z2,https://i.ebayimg.com/images/g/R6QAAeSwan9qc9z2/s-l225.jpg
166,0.0,Opteka 500 mm Zoom F-8 Hd2,,Lenses,New,520.0,CAD,"FIXED_PRICE,AUCTION",auction,CA,tigerwood5781,0.0,2026-08-05T22:27:03.000Z,2026-08-12T22:27:03.000Z,https://www.ebay.ca/itm/287505966100?hash=item42f0b0e414:g:3ScAAOSw4sFoJoQq,https://i.ebayimg.com/images/g/3ScAAOSw4sFoJoQq/s-l225.jpg
167,-2.0,KODAK Dock Era Accessories Kit,Kodak,Digital Cameras,New,70.0,CAD,FIXED_PRICE,low-feedback,CA,panxke,96.7,2026-08-05T19:44:57.000Z,,https://www.ebay.ca/itm/137590172955?hash=item2009036d1b:g:QO0AAeSwzOhqc5KK,https://i.ebayimg.com/images/g/QO0AAeSwzOhqc5KK/s-l225.jpg
168,-2.0,Ricoh R1S 35mm Point & Shoot Film Camera | LCD Not Working | Fully Tested,Ricoh,Film Cameras,Used,309.0,CAD,"FIXED_PRICE,BEST_OFFER",neg,CA,you123ber1,100.0,2026-08-06T01:06:55.000Z,,https://www.ebay.ca/itm/227464089971?hash=item34f5ea9173:g:RokAAeSwAQ9qc6lo,https://i.ebayimg.com/images/g/RokAAeSwAQ9qc6lo/s-l225.jpg
169,-4.0,Macinon Supertele 75-300mm f/8 Telephoto Zoom Lens T2 Mount Vintage Camera Gear,,Lenses,For parts or not working,75.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,homerevivalbc,100.0,2026-08-06T15:58:01.000Z,,https://www.ebay.ca/itm/137586777048?hash=item2008cf9bd8:g:hsoAAeSwlYJprMqY,https://i.ebayimg.com/images/g/hsoAAeSwlYJprMqY/s-l225.jpg
170,-8.0,Hitachi dvd cam 240x zoom,,Camcorders,D'occasion,780.0,CAD,"FIXED_PRICE,AUCTION",auction,CA,tigerwood5781,0.0,2026-08-05T22:26:21.000Z,2026-08-12T22:26:21.000Z,https://www.ebay.ca/itm/287505965708?hash=item42f0b0e28c:g:4b0AAOSw2kRoJNjc,https://i.ebayimg.com/images/g/4b0AAOSw2kRoJNjc/s-l225.jpg
171,-9.0,SOM BERTHIOT 60mm f/1.7 Projection diameter 32.5mm – Exc– No Fungus,,Lenses,Used,315.27,CAD,FIXED_PRICE,good-cond;neg,CA,mapaq2006,100.0,2026-08-05T22:19:10.000Z,,https://www.ebay.ca/itm/298562687766?hash=item4583b91316:g:K7QAAeSwRRNqc7WZ,https://i.ebayimg.com/images/g/K7QAAeSwRRNqc7WZ/s-l225.jpg
172,-10.0,Makinon 80-200mm 1:3.5 MC Auto Zoom Macro lens and carry case,,Lenses,Used,35.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,hot-deals22,100.0,2026-08-06T12:51:35.000Z,,https://www.ebay.ca/itm/287507320328?hash=item42f0c58e08:g:t9cAAOSwHytln00n,https://i.ebayimg.com/images/g/t9cAAOSwHytln00n/s-l225.jpg
173,-12.0,Sharp VL-L310C VHS Camcorder JetZoom 12 CAT’S EYE Parts Repair See Description,,Camcorders,For parts or not working,69.56,CAD,"FIXED_PRICE,BEST_OFFER",,CA,jdfman,99.4,2026-08-05T20:39:16.000Z,,https://www.ebay.ca/itm/137590299867?hash=item2009055cdb:g:kXoAAeSwfRBqc5vp,https://i.ebayimg.com/images/g/kXoAAeSwfRBqc5vp/s-l225.jpg
174,-12.0,Sport DV Extreme Full HD 1080P Helmet Camcorder NEW,,Camcorders,New,87.22,CAD,FIXED_PRICE,,CA,newlook87,99.3,2026-08-05T20:58:00.000Z,,https://www.ebay.ca/itm/377397594210?hash=item57dea64862:g:osAAAeSw1uFqc58Q,https://i.ebayimg.com/images/g/osAAAeSw1uFqc58Q/s-l225.jpg
175,-12.0,JVC GR-SXM755 Super VHS-C Camcorder Bundle Adapter Battery - Tested,,Camcorders,Used,100.0,CAD,FIXED_PRICE,,CA,povreselling,97.8,2026-08-05T22:04:19.000Z,,https://www.ebay.ca/itm/128012816967?hash=item1dce289247:g:vWwAAeSwD-lqc7Lm,https://i.ebayimg.com/images/g/vWwAAeSwD-lqc7Lm/s-l225.jpg
176,-12.0,DJI Osmo Pocket 3 4K Gimbal Camera,,Camcorders,Used,444.15,CAD,FIXED_PRICE,,CA,kame_4721,100.0,2026-08-05T21:00:23.000Z,,https://www.ebay.ca/itm/236987653489?hash=item372d909d71:g:VSkAAeSwZB9qc6OU,https://i.ebayimg.com/images/g/VSkAAeSwZB9qc6OU/s-l225.jpg
177,-12.0,DJI Osmo Pocket 3 Creator Combo 4K Gimbal Camera,,Camcorders,Open box,790.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,galerry_fits2,100.0,2026-08-05T19:57:53.000Z,,https://www.ebay.ca/itm/318683341490?hash=item4a3301e2b2:g:2~oAAeSw46tqc5VU,https://i.ebayimg.com/images/g/2~oAAeSw46tqc5VU/s-l225.jpg
178,-12.0,"Insta360 X5 New Essentials Bundle-Waterproof 8K 360° Camera, Leading Low Light",,Camcorders,New,800.0,CAD,FIXED_PRICE,,CA,samantha908,100.0,2026-08-05T20:29:26.000Z,,https://www.ebay.ca/itm/287505823705?hash=item42f0aeb7d9:g:aiwAAeSwQ7dqc5td,https://i.ebayimg.com/images/g/aiwAAeSwQ7dqc5td/s-l225.jpg
179,-16.0,DXG 5.0MP Digital Camera 3X Optical Zoom (12X Total) Video 32MB Memory+SD Slot,,Digital Cameras,New,48.22,CAD,FIXED_PRICE,,CA,newlook87,99.3,2026-08-05T20:58:00.000Z,,https://www.ebay.ca/itm/377397594226?hash=item57dea64872:g:jzkAAeSwR-dqc3vq,https://i.ebayimg.com/images/g/jzkAAeSwR-dqc3vq/s-l225.jpg
180,-16.0,Vintage Casio LCD Digital Camera QV-10A Tested And Working,,Digital Cameras,Used,69.99,CAD,"FIXED_PRICE,BEST_OFFER",,CA,onlinesa-25,100.0,2026-08-05T23:12:50.000Z,,https://www.ebay.ca/itm/318683966772?hash=item4a330b6d34:g:dfkAAeSw4oNqc8KS,https://i.ebayimg.com/images/g/dfkAAeSw4oNqc8KS/s-l225.jpg
181,-16.0,DSC PC5010 USED and Working,,Digital Cameras,Used,100.0,CAD,"FIXED_PRICE,BEST_OFFER",,CA,sgt4eva,100.0,2026-08-05T21:49:34.000Z,,https://www.ebay.ca/itm/257664139869?hash=item3bfdfac25d:g:e4cAAeSw4Ndqc6~G,https://i.ebayimg.com/images/g/e4cAAeSw4Ndqc6~G/s-l225.jpg
182,-18.0,4K HD Mini Camera Portable Digital Video Recorder Color Screen Wearable Cam ✅,,Camcorders,Used,29.99,CAD,FIXED_PRICE,,CA,buncsdeals,100.0,2026-08-06T14:03:34.000Z,,https://www.ebay.ca/itm/327297905252?hash=item4c3479b264:g:JeMAAeSwqhJqdJOa,https://i.ebayimg.com/images/g/JeMAAeSwqhJqdJOa/s-l225.jpg
183,-18.0,RCA Handheld Camcorder 4X Zoom 1.8in 720P HD Video NEW,,Camcorders,New,39.22,CAD,FIXED_PRICE,,CA,newlook87,99.3,2026-08-05T20:58:00.000Z,,https://www.ebay.ca/itm/377397594224?hash=item57dea64870:g:m7QAAeSw6Qhqc52k,https://i.ebayimg.com/images/g/m7QAAeSw6Qhqc52k/s-l225.jpg
184,-19.0,Canon PowerShot V10 20.9MP Vlogging Camera - Black,Canon,Digital Cameras,Used,400.0,CAD,"FIXED_PRICE,BEST_OFFER",neg,CA,music_2_watchxo,100.0,2026-08-06T02:39:45.000Z,,https://www.ebay.ca/itm/407123587720?hash=item5eca74f288:g:wyEAAeSwk8Zqc~Kd,https://i.ebayimg.com/images/g/wyEAAeSwk8Zqc~Kd/s-l225.jpg
185,-20.0,PANASONIC VX7 VHS CASSETTE RECORDER WITH TAPES AND CASE - FOR REPAIR (INV44063),Panasonic,Camcorders,For parts or not working,59.95,CAD,FIXED_PRICE,neg,CA,ourfunkyjunkshoppe,99.7,2026-08-05T18:06:02.000Z,,https://www.ebay.ca/itm/298562174084?hash=item4583b13c84:g:OlEAAeSwBhJqMaum,https://i.ebayimg.com/images/g/OlEAAeSwBhJqMaum/s-l225.jpg
186,-20.0,SONY DIGITAL8 HANDYCAM DCR-TRV480 WITH CASE & CABLES - FOR REPAIR (INV44012),Sony,Camcorders,For parts or not working,149.95,CAD,FIXED_PRICE,neg,CA,ourfunkyjunkshoppe,99.7,2026-08-05T18:45:48.000Z,,https://www.ebay.ca/itm/236987407867?hash=item372d8cddfb:g:YYIAAeSwENVqc4S5,https://i.ebayimg.com/images/g/YYIAAeSwENVqc4S5/s-l225.jpg
